electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
La Trobe,Victoria Divisions,female,70-74,70,74,"2,559","2,299"
La Trobe,Victoria Divisions,female,75-79,75,79,"1,617","1,480"
La Trobe,Victoria Divisions,female,80-84,80,84,"1,080",953
La Trobe,Victoria Divisions,female,85+,85,125,"1,071",880
La Trobe,Victoria Divisions,male,18-19,18,19,"1,763","1,411"
La Trobe,Victoria Divisions,male,20-24,20,24,"5,115","3,863"
La Trobe,Victoria Divisions,male,25-29,25,29,"4,391","3,256"
La Trobe,Victoria Divisions,male,30-34,30,34,"4,250","3,159"
La Trobe,Victoria Divisions,male,35-39,35,39,"4,736","3,581"
La Trobe,Victoria Divisions,male,40-44,40,44,"5,120","3,987"
La Trobe,Victoria Divisions,male,45-49,45,49,"5,600","4,443"
La Trobe,Victoria Divisions,male,50-54,50,54,"5,102","4,178"
La Trobe,Victoria Divisions,male,55-59,55,59,"4,770","4,032"
La Trobe,Victoria Divisions,male,60-64,60,64,"3,963","3,442"
La Trobe,Victoria Divisions,male,65-69,65,69,"3,248","2,872"
La Trobe,Victoria Divisions,male,70-74,70,74,"2,375","2,133"
La Trobe,Victoria Divisions,male,75-79,75,79,"1,576","1,432"
La Trobe,Victoria Divisions,male,80-84,80,84,888,798
La Trobe,Victoria Divisions,male,85+,85,125,749,635
Lalor,Victoria Divisions,female,18-19,18,19,"1,814","1,492"
Lalor,Victoria Divisions,female,20-24,20,24,"5,547","4,222"
Lalor,Victoria Divisions,female,25-29,25,29,"5,890","4,359"
Lalor,Victoria Divisions,female,30-34,30,34,"8,178","5,860"
Lalor,Victoria Divisions,female,35-39,35,39,"7,996","5,805"
Lalor,Victoria Divisions,female,40-44,40,44,"6,632","5,191"
Lalor,Victoria Divisions,female,45-49,45,49,"6,265","5,131"
Lalor,Victoria Divisions,female,50-54,50,54,"5,388","4,497"
Lalor,Victoria Divisions,female,55-59,55,59,"4,762","3,993"
Lalor,Victoria Divisions,female,60-64,60,64,"3,803","3,270"
Lalor,Victoria Divisions,female,65-69,65,69,"3,197","2,823"
Lalor,Victoria Divisions,female,70-74,70,74,"2,320","2,018"
Lalor,Victoria Divisions,female,75-79,75,79,"1,416","1,221"
Lalor,Victoria Divisions,female,80-84,80,84,987,803
Lalor,Victoria Divisions,female,85+,85,125,844,627
Lalor,Victoria Divisions,male,18-19,18,19,"1,729","1,322"
Lalor,Victoria Divisions,male,20-24,20,24,"5,387","3,904"
Lalor,Victoria Divisions,male,25-29,25,29,"5,554","3,815"
Lalor,Victoria Divisions,male,30-34,30,34,"8,113","5,413"
Lalor,Victoria Divisions,male,35-39,35,39,"8,963","6,129"
Lalor,Victoria Divisions,male,40-44,40,44,"7,244","5,284"
Lalor,Victoria Divisions,male,45-49,45,49,"6,244","4,807"
Lalor,Victoria Divisions,male,50-54,50,54,"5,404","4,270"
Lalor,Victoria Divisions,male,55-59,55,59,"4,737","3,876"
Lalor,Victoria Divisions,male,60-64,60,64,"3,870","3,255"
Lalor,Victoria Divisions,male,65-69,65,69,"3,018","2,609"
Lalor,Victoria Divisions,male,70-74,70,74,"2,186","1,908"
Lalor,Victoria Divisions,male,75-79,75,79,"1,341","1,169"
Lalor,Victoria Divisions,male,80-84,80,84,744,638
Lalor,Victoria Divisions,male,85+,85,125,508,401
Mallee,Victoria Divisions,female,18-19,18,19,"1,292","1,010"
Mallee,Victoria Divisions,female,20-24,20,24,"3,541","2,563"
Mallee,Victoria Divisions,female,25-29,25,29,"3,523","2,464"
Mallee,Victoria Divisions,female,30-34,30,34,"3,206","2,269"
Mallee,Victoria Divisions,female,35-39,35,39,"3,190","2,325"
Mallee,Victoria Divisions,female,40-44,40,44,"3,547","2,748"
Mallee,Victoria Divisions,female,45-49,45,49,"4,163","3,296"
Mallee,Victoria Divisions,female,50-54,50,54,"4,284","3,503"
Mallee,Victoria Divisions,female,55-59,55,59,"4,788","4,073"
Mallee,Victoria Divisions,female,60-64,60,64,"4,487","3,922"
Mallee,Victoria Divisions,female,65-69,65,69,"4,113","3,661"
Mallee,Victoria Divisions,female,70-74,70,74,"3,354","3,010"
Mallee,Victoria Divisions,female,75-79,75,79,"2,835","2,521"
Mallee,Victoria Divisions,female,80-84,80,84,"2,129","1,843"
Mallee,Victoria Divisions,female,85+,85,125,"2,485","1,939"
Mallee,Victoria Divisions,male,18-19,18,19,"1,152",872
Mallee,Victoria Divisions,male,20-24,20,24,"3,527","2,198"
Mallee,Victoria Divisions,male,25-29,25,29,"3,555","2,180"
Mallee,Victoria Divisions,male,30-34,30,34,"3,219","2,073"
Mallee,Victoria Divisions,male,35-39,35,39,"3,001","2,050"
Mallee,Victoria Divisions,male,40-44,40,44,"3,290","2,296"
Mallee,Victoria Divisions,male,45-49,45,49,"3,836","2,837"
Mallee,Victoria Divisions,male,50-54,50,54,"4,212","3,262"
Mallee,Victoria Divisions,male,55-59,55,59,"4,750","3,830"
Mallee,Victoria Divisions,male,60-64,60,64,"4,535","3,852"
Mallee,Victoria Divisions,male,65-69,65,69,"4,271","3,711"
Mallee,Victoria Divisions,male,70-74,70,74,"3,393","3,028"
Mallee,Victoria Divisions,male,75-79,75,79,"2,544","2,241"
Mallee,Victoria Divisions,male,80-84,80,84,"1,712","1,520"
Mallee,Victoria Divisions,male,85+,85,125,"1,517","1,246"
Maribyrnong,Victoria Divisions,female,18-19,18,19,"1,342","1,113"
Maribyrnong,Victoria Divisions,female,20-24,20,24,"4,713","3,793"
Maribyrnong,Victoria Divisions,female,25-29,25,29,"4,771","3,735"
Maribyrnong,Victoria Divisions,female,30-34,30,34,"4,733","3,659"
Maribyrnong,Victoria Divisions,female,35-39,35,39,"4,680","3,585"
Maribyrnong,Victoria Divisions,female,40-44,40,44,"4,891","3,752"
Maribyrnong,Victoria Divisions,female,45-49,45,49,"5,219","4,151"
Maribyrnong,Victoria Divisions,female,50-54,50,54,"4,812","3,963"
Maribyrnong,Victoria Divisions,female,55-59,55,59,"4,696","3,932"
Maribyrnong,Victoria Divisions,female,60-64,60,64,"4,268","3,673"
Maribyrnong,Victoria Divisions,female,65-69,65,69,"3,869","3,331"
Maribyrnong,Victoria Divisions,female,70-74,70,74,"3,106","2,689"
Maribyrnong,Victoria Divisions,female,75-79,75,79,"2,572","2,201"
Maribyrnong,Victoria Divisions,female,80-84,80,84,"1,941","1,600"
Maribyrnong,Victoria Divisions,female,85+,85,125,"2,184","1,624"
Maribyrnong,Victoria Divisions,male,18-19,18,19,"1,211",965
Maribyrnong,Victoria Divisions,male,20-24,20,24,"4,563","3,316"
Maribyrnong,Victoria Divisions,male,25-29,25,29,"4,788","3,411"
Maribyrnong,Victoria Divisions,male,30-34,30,34,"4,933","3,465"
Maribyrnong,Victoria Divisions,male,35-39,35,39,"4,702","3,305"
Maribyrnong,Victoria Divisions,male,40-44,40,44,"4,618","3,367"
Maribyrnong,Victoria Divisions,male,45-49,45,49,"5,093","3,779"
Maribyrnong,Victoria Divisions,male,50-54,50,54,"4,638","3,587"
Maribyrnong,Victoria Divisions,male,55-59,55,59,"4,529","3,607"
Maribyrnong,Victoria Divisions,male,60-64,60,64,"3,980","3,311"
Maribyrnong,Victoria Divisions,male,65-69,65,69,"3,403","2,894"
Maribyrnong,Victoria Divisions,male,70-74,70,74,"2,781","2,409"
Maribyrnong,Victoria Divisions,male,75-79,75,79,"2,105","1,831"
Maribyrnong,Victoria Divisions,male,80-84,80,84,"1,611","1,373"
Maribyrnong,Victoria Divisions,male,85+,85,125,"1,408","1,095"
McEwen,Victoria Divisions,female,18-19,18,19,"2,088","1,779"
McEwen,Victoria Divisions,female,20-24,20,24,"5,961","4,710"
McEwen,Victoria Divisions,female,25-29,25,29,"6,427","4,965"
McEwen,Victoria Divisions,female,30-34,30,34,"7,384","5,765"
McEwen,Victoria Divisions,female,35-39,35,39,"7,200","5,717"
McEwen,Victoria Divisions,female,40-44,40,44,"6,946","5,645"
McEwen,Victoria Divisions,female,45-49,45,49,"7,063","5,856"
McEwen,Victoria Divisions,female,50-54,50,54,"6,183","5,261"
McEwen,Victoria Divisions,female,55-59,55,59,"5,716","4,984"
McEwen,Victoria Divisions,female,60-64,60,64,"4,919","4,346"
McEwen,Victoria Divisions,female,65-69,65,69,"4,151","3,738"
McEwen,Victoria Divisions,female,70-74,70,74,"3,026","2,735"
McEwen,Victoria Divisions,female,75-79,75,79,"1,769","1,570"
McEwen,Victoria Divisions,female,80-84,80,84,"1,124",963
McEwen,Victoria Divisions,female,85+,85,125,"1,125",906
McEwen,Victoria Divisions,male,18-19,18,19,"1,889","1,485"
McEwen,Victoria Divisions,male,20-24,20,24,"5,677","4,153"
McEwen,Victoria Divisions,male,25-29,25,29,"6,235","4,426"
McEwen,Victoria Divisions,male,30-34,30,34,"6,921","4,979"
McEwen,Victoria Divisions,male,35-39,35,39,"7,125","5,190"
McEwen,Victoria Divisions,male,40-44,40,44,"6,707","5,092"
McEwen,Victoria Divisions,male,45-49,45,49,"6,582","5,144"
McEwen,Victoria Divisions,male,50-54,50,54,"5,872","4,723"
McEwen,Victoria Divisions,male,55-59,55,59,"5,555","4,576"
McEwen,Victoria Divisions,male,60-64,60,64,"4,609","3,985"
McEwen,Victoria Divisions,male,65-69,65,69,"4,029","3,578"
McEwen,Victoria Divisions,male,70-74,70,74,"2,971","2,683"
McEwen,Victoria Divisions,male,75-79,75,79,"1,842","1,651"
McEwen,Victoria Divisions,male,80-84,80,84,"1,005",869
McEwen,Victoria Divisions,male,85+,85,125,726,594
McMillan,Victoria Divisions,female,18-19,18,19,"1,537","1,279"
McMillan,Victoria Divisions,female,20-24,20,24,"4,632","3,454"
McMillan,Victoria Divisions,female,25-29,25,29,"4,825","3,617"
McMillan,Victoria Divisions,female,30-34,30,34,"4,991","3,811"
McMillan,Victoria Divisions,female,35-39,35,39,"4,638","3,668"
McMillan,Victoria Divisions,female,40-44,40,44,"4,614","3,681"
McMillan,Victoria Divisions,female,45-49,45,49,"5,188","4,279"
McMillan,Victoria Divisions,female,50-54,50,54,"4,993","4,273"
McMillan,Victoria Divisions,female,55-59,55,59,"5,309","4,656"
McMillan,Victoria Divisions,female,60-64,60,64,"5,177","4,661"
McMillan,Victoria Divisions,female,65-69,65,69,"5,140","4,668"
McMillan,Victoria Divisions,female,70-74,70,74,"4,241","3,874"
McMillan,Victoria Divisions,female,75-79,75,79,"2,907","2,594"
McMillan,Victoria Divisions,female,80-84,80,84,"1,935","1,671"
McMillan,Victoria Divisions,female,85+,85,125,"2,193","1,726"
McMillan,Victoria Divisions,male,18-19,18,19,"1,409","1,098"
McMillan,Victoria Divisions,male,20-24,20,24,"4,442","3,079"
McMillan,Victoria Divisions,male,25-29,25,29,"4,582","3,079"
McMillan,Victoria Divisions,male,30-34,30,34,"4,751","3,269"
McMillan,Victoria Divisions,male,35-39,35,39,"4,369","3,191"
McMillan,Victoria Divisions,male,40-44,40,44,"4,374","3,259"
McMillan,Victoria Divisions,male,45-49,45,49,"4,797","3,706"
McMillan,Victoria Divisions,male,50-54,50,54,"4,701","3,791"
McMillan,Victoria Divisions,male,55-59,55,59,"4,967","4,158"
McMillan,Victoria Divisions,male,60-64,60,64,"4,809","4,192"
McMillan,Victoria Divisions,male,65-69,65,69,"4,694","4,206"
McMillan,Victoria Divisions,male,70-74,70,74,"3,963","3,619"
McMillan,Victoria Divisions,male,75-79,75,79,"2,791","2,522"
McMillan,Victoria Divisions,male,80-84,80,84,"1,685","1,495"
McMillan,Victoria Divisions,male,85+,85,125,"1,329","1,131"
Melbourne,Victoria Divisions,female,18-19,18,19,"1,284","1,103"
Melbourne,Victoria Divisions,female,20-24,20,24,"5,906","4,922"
Melbourne,Victoria Divisions,female,25-29,25,29,"9,483","8,180"
Melbourne,Victoria Divisions,female,30-34,30,34,"8,651","7,344"
Melbourne,Victoria Divisions,female,35-39,35,39,"6,264","5,235"
Melbourne,Victoria Divisions,female,40-44,40,44,"4,579","3,866"
Melbourne,Victoria Divisions,female,45-49,45,49,"4,293","3,589"
Melbourne,Victoria Divisions,female,50-54,50,54,"3,614","3,092"
Melbourne,Victoria Divisions,female,55-59,55,59,"3,458","2,971"
Melbourne,Victoria Divisions,female,60-64,60,64,"3,278","2,842"
Melbourne,Victoria Divisions,female,65-69,65,69,"2,724","2,402"
Melbourne,Victoria Divisions,female,70-74,70,74,"1,974","1,708"
Melbourne,Victoria Divisions,female,75-79,75,79,"1,390","1,159"
Melbourne,Victoria Divisions,female,80-84,80,84,"1,049",799
Melbourne,Victoria Divisions,female,85+,85,125,"1,021",741
Melbourne,Victoria Divisions,male,18-19,18,19,921,715
Melbourne,Victoria Divisions,male,20-24,20,24,"5,043","3,938"
Melbourne,Victoria Divisions,male,25-29,25,29,"9,030","7,292"
Melbourne,Victoria Divisions,male,30-34,30,34,"9,047","7,199"
Melbourne,Victoria Divisions,male,35-39,35,39,"6,818","5,406"
Melbourne,Victoria Divisions,male,40-44,40,44,"5,036","3,971"
Melbourne,Victoria Divisions,male,45-49,45,49,"4,302","3,469"
Melbourne,Victoria Divisions,male,50-54,50,54,"3,731","3,053"
Melbourne,Victoria Divisions,male,55-59,55,59,"3,427","2,862"
Melbourne,Victoria Divisions,male,60-64,60,64,"2,953","2,501"
Melbourne,Victoria Divisions,male,65-69,65,69,"2,493","2,149"
Melbourne,Victoria Divisions,male,70-74,70,74,"1,898","1,662"
Melbourne,Victoria Divisions,male,75-79,75,79,"1,165",973
Melbourne,Victoria Divisions,male,80-84,80,84,755,589
Melbourne,Victoria Divisions,male,85+,85,125,692,529
Melbourne Ports,Victoria Divisions,female,18-19,18,19,837,746
Melbourne Ports,Victoria Divisions,female,20-24,20,24,"3,807","3,153"
Melbourne Ports,Victoria Divisions,female,25-29,25,29,"5,931","4,869"
Melbourne Ports,Victoria Divisions,female,30-34,30,34,"6,601","5,363"
Melbourne Ports,Victoria Divisions,female,35-39,35,39,"5,668","4,588"
Melbourne Ports,Victoria Divisions,female,40-44,40,44,"4,825","4,033"
Melbourne Ports,Victoria Divisions,female,45-49,45,49,"4,754","4,034"
Melbourne Ports,Victoria Divisions,female,50-54,50,54,"3,984","3,441"
Melbourne Ports,Victoria Divisions,female,55-59,55,59,"3,866","3,393"
Melbourne Ports,Victoria Divisions,female,60-64,60,64,"3,505","3,118"
Melbourne Ports,Victoria Divisions,female,65-69,65,69,"3,170","2,822"
Melbourne Ports,Victoria Divisions,female,70-74,70,74,"2,454","2,147"
Melbourne Ports,Victoria Divisions,female,75-79,75,79,"1,592","1,353"
Melbourne Ports,Victoria Divisions,female,80-84,80,84,"1,140",917
Melbourne Ports,Victoria Divisions,female,85+,85,125,"1,497","1,065"
Melbourne Ports,Victoria Divisions,male,18-19,18,19,743,624
Melbourne Ports,Victoria Divisions,male,20-24,20,24,"3,251","2,550"
Melbourne Ports,Victoria Divisions,male,25-29,25,29,"5,329","4,063"
Melbourne Ports,Victoria Divisions,male,30-34,30,34,"6,450","4,874"
Melbourne Ports,Victoria Divisions,male,35-39,35,39,"5,571","4,227"
Melbourne Ports,Victoria Divisions,male,40-44,40,44,"4,849","3,749"
Melbourne Ports,Victoria Divisions,male,45-49,45,49,"4,426","3,572"
Melbourne Ports,Victoria Divisions,male,50-54,50,54,"3,800","3,124"
Melbourne Ports,Victoria Divisions,male,55-59,55,59,"3,778","3,193"
Melbourne Ports,Victoria Divisions,male,60-64,60,64,"3,274","2,772"
Melbourne Ports,Victoria Divisions,male,65-69,65,69,"3,033","2,671"
Melbourne Ports,Victoria Divisions,male,70-74,70,74,"2,362","2,084"
Melbourne Ports,Victoria Divisions,male,75-79,75,79,"1,481","1,272"
Melbourne Ports,Victoria Divisions,male,80-84,80,84,958,782
Melbourne Ports,Victoria Divisions,male,85+,85,125,982,730
Menzies,Victoria Divisions,female,18-19,18,19,"1,442","1,273"
Menzies,Victoria Divisions,female,20-24,20,24,"3,854","3,273"
Menzies,Victoria Divisions,female,25-29,25,29,"3,122","2,554"
Menzies,Victoria Divisions,female,30-34,30,34,"3,020","2,390"
Menzies,Victoria Divisions,female,35-39,35,39,"3,346","2,716"
Menzies,Victoria Divisions,female,40-44,40,44,"3,858","3,194"
Menzies,Victoria Divisions,female,45-49,45,49,"4,753","4,016"
Menzies,Victoria Divisions,female,50-54,50,54,"4,737","4,106"
Menzies,Victoria Divisions,female,55-59,55,59,"4,522","3,927"
Menzies,Victoria Divisions,female,60-64,60,64,"3,998","3,554"
Menzies,Victoria Divisions,female,65-69,65,69,"3,829","3,376"
Menzies,Victoria Divisions,female,70-74,70,74,"3,625","3,270"
Menzies,Victoria Divisions,female,75-79,75,79,"2,763","2,484"
Menzies,Victoria Divisions,female,80-84,80,84,"1,980","1,721"
Menzies,Victoria Divisions,female,85+,85,125,"1,920","1,530"
Menzies,Victoria Divisions,male,18-19,18,19,"1,438","1,181"
Menzies,Victoria Divisions,male,20-24,20,24,"4,108","3,213"
Menzies,Victoria Divisions,male,25-29,25,29,"3,460","2,634"
Menzies,Victoria Divisions,male,30-34,30,34,"2,954","2,170"
Menzies,Victoria Divisions,male,35-39,35,39,"3,200","2,405"
Menzies,Victoria Divisions,male,40-44,40,44,"3,544","2,765"
Menzies,Victoria Divisions,male,45-49,45,49,"4,290","3,498"
Menzies,Victoria Divisions,male,50-54,50,54,"4,273","3,552"
Menzies,Victoria Divisions,male,55-59,55,59,"4,259","3,675"
Menzies,Victoria Divisions,male,60-64,60,64,"3,573","3,074"
Menzies,Victoria Divisions,male,65-69,65,69,"3,275","2,916"
Menzies,Victoria Divisions,male,70-74,70,74,"3,008","2,710"
Menzies,Victoria Divisions,male,75-79,75,79,"2,625","2,390"
Menzies,Victoria Divisions,male,80-84,80,84,"1,784","1,571"
Menzies,Victoria Divisions,male,85+,85,125,"1,429","1,205"
Murray,Victoria Divisions,female,18-19,18,19,"1,336","1,080"
Murray,Victoria Divisions,female,20-24,20,24,"3,760","2,714"
Murray,Victoria Divisions,female,25-29,25,29,"3,506","2,495"
Murray,Victoria Divisions,female,30-34,30,34,"3,493","2,549"
Murray,Victoria Divisions,female,35-39,35,39,"3,485","2,616"
Murray,Victoria Divisions,female,40-44,40,44,"3,831","2,937"
Murray,Victoria Divisions,female,45-49,45,49,"4,395","3,501"
Murray,Victoria Divisions,female,50-54,50,54,"4,603","3,801"
Murray,Victoria Divisions,female,55-59,55,59,"4,924","4,229"
Murray,Victoria Divisions,female,60-64,60,64,"4,852","4,262"
Murray,Victoria Divisions,female,65-69,65,69,"4,496","4,001"
Murray,Victoria Divisions,female,70-74,70,74,"3,771","3,401"
Murray,Victoria Divisions,female,75-79,75,79,"2,853","2,523"
Murray,Victoria Divisions,female,80-84,80,84,"2,090","1,809"
Murray,Victoria Divisions,female,85+,85,125,"2,238","1,764"
Murray,Victoria Divisions,male,18-19,18,19,"1,329","1,004"
Murray,Victoria Divisions,male,20-24,20,24,"3,792","2,435"
Murray,Victoria Divisions,male,25-29,25,29,"3,552","2,291"
Murray,Victoria Divisions,male,30-34,30,34,"3,292","2,226"
Murray,Victoria Divisions,male,35-39,35,39,"3,278","2,253"
Murray,Victoria Divisions,male,40-44,40,44,"3,652","2,608"
Murray,Victoria Divisions,male,45-49,45,49,"4,255","3,205"
Murray,Victoria Divisions,male,50-54,50,54,"4,325","3,363"
Murray,Victoria Divisions,male,55-59,55,59,"4,880","4,035"
Murray,Victoria Divisions,male,60-64,60,64,"4,679","3,902"
Murray,Victoria Divisions,male,65-69,65,69,"4,573","4,008"
Murray,Victoria Divisions,male,70-74,70,74,"3,815","3,391"
Murray,Victoria Divisions,male,75-79,75,79,"2,785","2,459"
Murray,Victoria Divisions,male,80-84,80,84,"1,821","1,580"
Murray,Victoria Divisions,male,85+,85,125,"1,549","1,286"
Scullin,Victoria Divisions,female,18-19,18,19,"1,643","1,393"
Scullin,Victoria Divisions,female,20-24,20,24,"4,919","3,942"
Scullin,Victoria Divisions,female,25-29,25,29,"4,879","3,785"
Scullin,Victoria Divisions,female,30-34,30,34,"5,155","3,901"
Scullin,Victoria Divisions,female,35-39,35,39,"4,984","3,865"
Scullin,Victoria Divisions,female,40-44,40,44,"4,980","3,946"
Scullin,Victoria Divisions,female,45-49,45,49,"5,350","4,378"
Scullin,Victoria Divisions,female,50-54,50,54,"5,136","4,250"
Scullin,Victoria Divisions,female,55-59,55,59,"4,950","4,254"
Scullin,Victoria Divisions,female,60-64,60,64,"4,227","3,686"
Scullin,Victoria Divisions,female,65-69,65,69,"3,711","3,265"
Scullin,Victoria Divisions,female,70-74,70,74,"2,796","2,434"
Scullin,Victoria Divisions,female,75-79,75,79,"2,037","1,746"
Scullin,Victoria Divisions,female,80-84,80,84,"1,402","1,144"
Scullin,Victoria Divisions,female,85+,85,125,"1,170",884
Scullin,Victoria Divisions,male,18-19,18,19,"1,470","1,159"
Scullin,Victoria Divisions,male,20-24,20,24,"5,039","3,723"
Scullin,Victoria Divisions,male,25-29,25,29,"4,904","3,551"
Scullin,Victoria Divisions,male,30-34,30,34,"5,345","3,761"
Scullin,Victoria Divisions,male,35-39,35,39,"5,258","3,762"
Scullin,Victoria Divisions,male,40-44,40,44,"4,917","3,664"
Scullin,Victoria Divisions,male,45-49,45,49,"4,999","3,912"
Scullin,Victoria Divisions,male,50-54,50,54,"4,825","3,832"
Scullin,Victoria Divisions,male,55-59,55,59,"4,552","3,735"
Scullin,Victoria Divisions,male,60-64,60,64,"3,950","3,360"
Scullin,Victoria Divisions,male,65-69,65,69,"3,473","3,032"
Scullin,Victoria Divisions,male,70-74,70,74,"2,744","2,416"
Scullin,Victoria Divisions,male,75-79,75,79,"1,818","1,564"
Scullin,Victoria Divisions,male,80-84,80,84,"1,267","1,068"
Scullin,Victoria Divisions,male,85+,85,125,872,687
Wannon,Victoria Divisions,female,18-19,18,19,"1,296","1,057"
Wannon,Victoria Divisions,female,20-24,20,24,"3,506","2,612"
Wannon,Victoria Divisions,female,25-29,25,29,"3,037","2,248"
Wannon,Victoria Divisions,female,30-34,30,34,"3,109","2,364"
Wannon,Victoria Divisions,female,35-39,35,39,"3,181","2,484"
Wannon,Victoria Divisions,female,40-44,40,44,"3,495","2,764"
Wannon,Victoria Divisions,female,45-49,45,49,"4,199","3,439"
Wannon,Victoria Divisions,female,50-54,50,54,"4,456","3,772"
Wannon,Victoria Divisions,female,55-59,55,59,"4,882","4,193"
Wannon,Victoria Divisions,female,60-64,60,64,"4,730","4,229"
Wannon,Victoria Divisions,female,65-69,65,69,"4,410","4,008"
Wannon,Victoria Divisions,female,70-74,70,74,"3,614","3,297"
Wannon,Victoria Divisions,female,75-79,75,79,"2,688","2,434"
Wannon,Victoria Divisions,female,80-84,80,84,"1,925","1,707"
Wannon,Victoria Divisions,female,85+,85,125,"2,266","1,804"
Wannon,Victoria Divisions,male,18-19,18,19,"1,230",939
Wannon,Victoria Divisions,male,20-24,20,24,"3,681","2,441"
Wannon,Victoria Divisions,male,25-29,25,29,"3,216","2,108"
Wannon,Victoria Divisions,male,30-34,30,34,"2,893","1,985"
Wannon,Victoria Divisions,male,35-39,35,39,"2,971","2,092"
Wannon,Victoria Divisions,male,40-44,40,44,"3,543","2,565"
Wannon,Victoria Divisions,male,45-49,45,49,"3,953","3,044"
Wannon,Victoria Divisions,male,50-54,50,54,"4,202","3,353"
Wannon,Victoria Divisions,male,55-59,55,59,"4,643","3,847"
Wannon,Victoria Divisions,male,60-64,60,64,"4,658","4,011"
Wannon,Victoria Divisions,male,65-69,65,69,"4,534","4,019"
Wannon,Victoria Divisions,male,70-74,70,74,"3,613","3,252"
Wannon,Victoria Divisions,male,75-79,75,79,"2,442","2,209"
Wannon,Victoria Divisions,male,80-84,80,84,"1,669","1,482"
Wannon,Victoria Divisions,male,85+,85,125,"1,323","1,101"
Wills,Victoria Divisions,female,18-19,18,19,"1,152","1,001"
Wills,Victoria Divisions,female,20-24,20,24,"5,311","4,539"
Wills,Victoria Divisions,female,25-29,25,29,"6,846","5,904"
Wills,Victoria Divisions,female,30-34,30,34,"7,026","5,998"
Wills,Victoria Divisions,female,35-39,35,39,"6,344","5,382"
Wills,Victoria Divisions,female,40-44,40,44,"5,442","4,630"
Wills,Victoria Divisions,female,45-49,45,49,"5,199","4,406"
Wills,Victoria Divisions,female,50-54,50,54,"4,524","3,855"
Wills,Victoria Divisions,female,55-59,55,59,"4,029","3,514"
Wills,Victoria Divisions,female,60-64,60,64,"3,320","2,920"
Wills,Victoria Divisions,female,65-69,65,69,"2,831","2,424"
Wills,Victoria Divisions,female,70-74,70,74,"2,319","1,999"
Wills,Victoria Divisions,female,75-79,75,79,"2,259","1,865"
Wills,Victoria Divisions,female,80-84,80,84,"2,099","1,665"
Wills,Victoria Divisions,female,85+,85,125,"2,253","1,667"
Wills,Victoria Divisions,male,18-19,18,19,"1,111",913
Wills,Victoria Divisions,male,20-24,20,24,"4,606","3,665"
Wills,Victoria Divisions,male,25-29,25,29,"6,573","5,192"
Wills,Victoria Divisions,male,30-34,30,34,"6,978","5,534"
Wills,Victoria Divisions,male,35-39,35,39,"6,267","4,978"
Wills,Victoria Divisions,male,40-44,40,44,"5,422","4,296"
Wills,Victoria Divisions,male,45-49,45,49,"5,059","4,004"
Wills,Victoria Divisions,male,50-54,50,54,"4,267","3,444"
Wills,Victoria Divisions,male,55-59,55,59,"3,777","3,140"
Wills,Victoria Divisions,male,60-64,60,64,"3,013","2,532"
Wills,Victoria Divisions,male,65-69,65,69,"2,464","2,112"
Wills,Victoria Divisions,male,70-74,70,74,"1,934","1,671"
Wills,Victoria Divisions,male,75-79,75,79,"1,738","1,464"
Wills,Victoria Divisions,male,80-84,80,84,"1,506","1,249"
Wills,Victoria Divisions,male,85+,85,125,"1,540","1,193"
Brand,Western Australia Divisions,female,18-19,18,19,"1,458","1,156"
Brand,Western Australia Divisions,female,20-24,20,24,"4,652","3,298"
Brand,Western Australia Divisions,female,25-29,25,29,"5,063","3,618"
Brand,Western Australia Divisions,female,30-34,30,34,"5,132","3,712"
Brand,Western Australia Divisions,female,35-39,35,39,"4,459","3,259"
Brand,Western Australia Divisions,female,40-44,40,44,"4,473","3,367"
Brand,Western Australia Divisions,female,45-49,45,49,"4,671","3,698"
Brand,Western Australia Divisions,female,50-54,50,54,"4,302","3,515"
Brand,Western Australia Divisions,female,55-59,55,59,"3,882","3,224"
Brand,Western Australia Divisions,female,60-64,60,64,"3,450","2,967"
Brand,Western Australia Divisions,female,65-69,65,69,"2,939","2,579"
Brand,Western Australia Divisions,female,70-74,70,74,"2,494","2,197"
Brand,Western Australia Divisions,female,75-79,75,79,"1,786","1,563"
Brand,Western Australia Divisions,female,80-84,80,84,"1,214","1,056"
Brand,Western Australia Divisions,female,85+,85,125,"1,049",853
Brand,Western Australia Divisions,male,18-19,18,19,"1,357",990
Brand,Western Australia Divisions,male,20-24,20,24,"4,573","2,851"
Brand,Western Australia Divisions,male,25-29,25,29,"4,892","3,143"
Brand,Western Australia Divisions,male,30-34,30,34,"5,128","3,314"
Brand,Western Australia Divisions,male,35-39,35,39,"4,685","3,166"
Brand,Western Australia Divisions,male,40-44,40,44,"4,382","2,986"
Brand,Western Australia Divisions,male,45-49,45,49,"4,707","3,434"
Brand,Western Australia Divisions,male,50-54,50,54,"4,320","3,347"
Brand,Western Australia Divisions,male,55-59,55,59,"3,995","3,229"
Brand,Western Australia Divisions,male,60-64,60,64,"3,131","2,574"
Brand,Western Australia Divisions,male,65-69,65,69,"2,766","2,394"
Brand,Western Australia Divisions,male,70-74,70,74,"2,335","2,079"
Brand,Western Australia Divisions,male,75-79,75,79,"1,644","1,461"
Brand,Western Australia Divisions,male,80-84,80,84,"1,057",913
Brand,Western Australia Divisions,male,85+,85,125,747,629
Burt,Western Australia Divisions,female,18-19,18,19,"1,563","1,246"
