electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
Macquarie,New South Wales Divisions,female,35-39,35,39,"4,025","3,211"
Macquarie,New South Wales Divisions,female,40-44,40,44,"4,547","3,724"
Macquarie,New South Wales Divisions,female,45-49,45,49,"5,186","4,326"
Macquarie,New South Wales Divisions,female,50-54,50,54,"4,757","4,099"
Macquarie,New South Wales Divisions,female,55-59,55,59,"5,137","4,526"
Macquarie,New South Wales Divisions,female,60-64,60,64,"4,604","4,147"
Macquarie,New South Wales Divisions,female,65-69,65,69,"4,310","3,943"
Macquarie,New South Wales Divisions,female,70-74,70,74,"3,449","3,140"
Macquarie,New South Wales Divisions,female,75-79,75,79,"2,136","1,944"
Macquarie,New South Wales Divisions,female,80-84,80,84,"1,448","1,280"
Macquarie,New South Wales Divisions,female,85+,85,125,"1,484","1,209"
Macquarie,New South Wales Divisions,male,18-19,18,19,"1,579","1,229"
Macquarie,New South Wales Divisions,male,20-24,20,24,"4,306","3,100"
Macquarie,New South Wales Divisions,male,25-29,25,29,"3,902","2,726"
Macquarie,New South Wales Divisions,male,30-34,30,34,"3,783","2,775"
Macquarie,New South Wales Divisions,male,35-39,35,39,"3,928","2,920"
Macquarie,New South Wales Divisions,male,40-44,40,44,"4,230","3,141"
Macquarie,New South Wales Divisions,male,45-49,45,49,"4,753","3,749"
Macquarie,New South Wales Divisions,male,50-54,50,54,"4,573","3,673"
Macquarie,New South Wales Divisions,male,55-59,55,59,"4,763","4,026"
Macquarie,New South Wales Divisions,male,60-64,60,64,"4,338","3,808"
Macquarie,New South Wales Divisions,male,65-69,65,69,"3,990","3,587"
Macquarie,New South Wales Divisions,male,70-74,70,74,"3,109","2,829"
Macquarie,New South Wales Divisions,male,75-79,75,79,"1,860","1,708"
Macquarie,New South Wales Divisions,male,80-84,80,84,"1,145","1,032"
Macquarie,New South Wales Divisions,male,85+,85,125,844,725
McMahon,New South Wales Divisions,female,18-19,18,19,"1,622","1,280"
McMahon,New South Wales Divisions,female,20-24,20,24,"4,929","3,741"
McMahon,New South Wales Divisions,female,25-29,25,29,"4,930","3,644"
McMahon,New South Wales Divisions,female,30-34,30,34,"4,941","3,538"
McMahon,New South Wales Divisions,female,35-39,35,39,"4,883","3,594"
McMahon,New South Wales Divisions,female,40-44,40,44,"4,450","3,397"
McMahon,New South Wales Divisions,female,45-49,45,49,"4,641","3,651"
McMahon,New South Wales Divisions,female,50-54,50,54,"4,641","3,814"
McMahon,New South Wales Divisions,female,55-59,55,59,"4,652","3,869"
McMahon,New South Wales Divisions,female,60-64,60,64,"4,033","3,423"
McMahon,New South Wales Divisions,female,65-69,65,69,"3,507","3,036"
McMahon,New South Wales Divisions,female,70-74,70,74,"2,624","2,328"
McMahon,New South Wales Divisions,female,75-79,75,79,"1,906","1,643"
McMahon,New South Wales Divisions,female,80-84,80,84,"1,326","1,105"
McMahon,New South Wales Divisions,female,85+,85,125,"1,444","1,108"
McMahon,New South Wales Divisions,male,18-19,18,19,"1,562","1,163"
McMahon,New South Wales Divisions,male,20-24,20,24,"4,953","3,555"
McMahon,New South Wales Divisions,male,25-29,25,29,"4,805","3,394"
McMahon,New South Wales Divisions,male,30-34,30,34,"4,578","3,144"
McMahon,New South Wales Divisions,male,35-39,35,39,"4,732","3,270"
McMahon,New South Wales Divisions,male,40-44,40,44,"4,475","3,191"
McMahon,New South Wales Divisions,male,45-49,45,49,"4,429","3,335"
McMahon,New South Wales Divisions,male,50-54,50,54,"4,495","3,514"
McMahon,New South Wales Divisions,male,55-59,55,59,"4,523","3,652"
McMahon,New South Wales Divisions,male,60-64,60,64,"3,898","3,249"
McMahon,New South Wales Divisions,male,65-69,65,69,"3,392","2,896"
McMahon,New South Wales Divisions,male,70-74,70,74,"2,585","2,291"
McMahon,New South Wales Divisions,male,75-79,75,79,"1,761","1,576"
McMahon,New South Wales Divisions,male,80-84,80,84,"1,094",940
McMahon,New South Wales Divisions,male,85+,85,125,891,719
Mitchell,New South Wales Divisions,female,18-19,18,19,"1,733","1,409"
Mitchell,New South Wales Divisions,female,20-24,20,24,"4,287","3,483"
Mitchell,New South Wales Divisions,female,25-29,25,29,"3,438","2,709"
Mitchell,New South Wales Divisions,female,30-34,30,34,"3,914","2,950"
Mitchell,New South Wales Divisions,female,35-39,35,39,"5,104","3,932"
Mitchell,New South Wales Divisions,female,40-44,40,44,"5,625","4,464"
Mitchell,New South Wales Divisions,female,45-49,45,49,"5,740","4,700"
Mitchell,New South Wales Divisions,female,50-54,50,54,"4,706","3,929"
Mitchell,New South Wales Divisions,female,55-59,55,59,"4,374","3,802"
Mitchell,New South Wales Divisions,female,60-64,60,64,"3,861","3,410"
Mitchell,New South Wales Divisions,female,65-69,65,69,"3,614","3,288"
Mitchell,New South Wales Divisions,female,70-74,70,74,"3,025","2,777"
Mitchell,New South Wales Divisions,female,75-79,75,79,"1,820","1,679"
Mitchell,New South Wales Divisions,female,80-84,80,84,"1,202","1,063"
Mitchell,New South Wales Divisions,female,85+,85,125,"1,231",994
Mitchell,New South Wales Divisions,male,18-19,18,19,"1,687","1,304"
Mitchell,New South Wales Divisions,male,20-24,20,24,"4,619","3,471"
Mitchell,New South Wales Divisions,male,25-29,25,29,"3,624","2,597"
Mitchell,New South Wales Divisions,male,30-34,30,34,"3,733","2,674"
Mitchell,New South Wales Divisions,male,35-39,35,39,"4,705","3,417"
Mitchell,New South Wales Divisions,male,40-44,40,44,"5,261","3,951"
Mitchell,New South Wales Divisions,male,45-49,45,49,"5,216","4,114"
Mitchell,New South Wales Divisions,male,50-54,50,54,"4,642","3,768"
Mitchell,New South Wales Divisions,male,55-59,55,59,"4,240","3,560"
Mitchell,New South Wales Divisions,male,60-64,60,64,"3,641","3,195"
Mitchell,New South Wales Divisions,male,65-69,65,69,"3,244","2,901"
Mitchell,New South Wales Divisions,male,70-74,70,74,"2,755","2,551"
Mitchell,New South Wales Divisions,male,75-79,75,79,"1,772","1,635"
Mitchell,New South Wales Divisions,male,80-84,80,84,"1,032",923
Mitchell,New South Wales Divisions,male,85+,85,125,770,649
New England,New South Wales Divisions,female,18-19,18,19,"1,604","1,172"
New England,New South Wales Divisions,female,20-24,20,24,"4,206","2,726"
New England,New South Wales Divisions,female,25-29,25,29,"3,953","2,569"
New England,New South Wales Divisions,female,30-34,30,34,"3,950","2,678"
New England,New South Wales Divisions,female,35-39,35,39,"3,821","2,658"
New England,New South Wales Divisions,female,40-44,40,44,"4,105","3,041"
New England,New South Wales Divisions,female,45-49,45,49,"4,651","3,565"
New England,New South Wales Divisions,female,50-54,50,54,"4,675","3,765"
New England,New South Wales Divisions,female,55-59,55,59,"5,291","4,470"
New England,New South Wales Divisions,female,60-64,60,64,"4,796","4,213"
New England,New South Wales Divisions,female,65-69,65,69,"4,501","4,079"
New England,New South Wales Divisions,female,70-74,70,74,"3,916","3,564"
New England,New South Wales Divisions,female,75-79,75,79,"3,017","2,715"
New England,New South Wales Divisions,female,80-84,80,84,"2,108","1,833"
New England,New South Wales Divisions,female,85+,85,125,"2,217","1,799"
New England,New South Wales Divisions,male,18-19,18,19,"1,523","1,002"
New England,New South Wales Divisions,male,20-24,20,24,"4,210","2,486"
New England,New South Wales Divisions,male,25-29,25,29,"3,941","2,329"
New England,New South Wales Divisions,male,30-34,30,34,"3,827","2,381"
New England,New South Wales Divisions,male,35-39,35,39,"3,584","2,228"
New England,New South Wales Divisions,male,40-44,40,44,"3,903","2,625"
New England,New South Wales Divisions,male,45-49,45,49,"4,388","3,146"
New England,New South Wales Divisions,male,50-54,50,54,"4,478","3,422"
New England,New South Wales Divisions,male,55-59,55,59,"4,864","3,898"
New England,New South Wales Divisions,male,60-64,60,64,"4,895","4,084"
New England,New South Wales Divisions,male,65-69,65,69,"4,511","3,984"
New England,New South Wales Divisions,male,70-74,70,74,"3,809","3,419"
New England,New South Wales Divisions,male,75-79,75,79,"2,705","2,454"
New England,New South Wales Divisions,male,80-84,80,84,"1,700","1,518"
New England,New South Wales Divisions,male,85+,85,125,"1,244","1,065"
Newcastle,New South Wales Divisions,female,18-19,18,19,"1,630","1,349"
Newcastle,New South Wales Divisions,female,20-24,20,24,"5,881","4,727"
Newcastle,New South Wales Divisions,female,25-29,25,29,"5,522","4,569"
Newcastle,New South Wales Divisions,female,30-34,30,34,"4,988","4,094"
Newcastle,New South Wales Divisions,female,35-39,35,39,"4,666","3,822"
Newcastle,New South Wales Divisions,female,40-44,40,44,"4,609","3,794"
Newcastle,New South Wales Divisions,female,45-49,45,49,"4,863","4,185"
Newcastle,New South Wales Divisions,female,50-54,50,54,"4,606","4,038"
Newcastle,New South Wales Divisions,female,55-59,55,59,"4,837","4,274"
Newcastle,New South Wales Divisions,female,60-64,60,64,"4,213","3,810"
Newcastle,New South Wales Divisions,female,65-69,65,69,"3,553","3,247"
Newcastle,New South Wales Divisions,female,70-74,70,74,"2,942","2,680"
Newcastle,New South Wales Divisions,female,75-79,75,79,"2,130","1,950"
Newcastle,New South Wales Divisions,female,80-84,80,84,"1,780","1,601"
Newcastle,New South Wales Divisions,female,85+,85,125,"2,250","1,847"
Newcastle,New South Wales Divisions,male,18-19,18,19,"1,581","1,210"
Newcastle,New South Wales Divisions,male,20-24,20,24,"5,789","4,183"
Newcastle,New South Wales Divisions,male,25-29,25,29,"5,948","4,429"
Newcastle,New South Wales Divisions,male,30-34,30,34,"5,232","3,896"
Newcastle,New South Wales Divisions,male,35-39,35,39,"4,741","3,578"
Newcastle,New South Wales Divisions,male,40-44,40,44,"4,555","3,469"
Newcastle,New South Wales Divisions,male,45-49,45,49,"4,714","3,671"
Newcastle,New South Wales Divisions,male,50-54,50,54,"4,405","3,518"
Newcastle,New South Wales Divisions,male,55-59,55,59,"4,570","3,827"
Newcastle,New South Wales Divisions,male,60-64,60,64,"4,155","3,626"
Newcastle,New South Wales Divisions,male,65-69,65,69,"3,417","3,062"
Newcastle,New South Wales Divisions,male,70-74,70,74,"2,695","2,455"
Newcastle,New South Wales Divisions,male,75-79,75,79,"1,836","1,660"
Newcastle,New South Wales Divisions,male,80-84,80,84,"1,232","1,117"
Newcastle,New South Wales Divisions,male,85+,85,125,"1,235","1,052"
North Sydney,New South Wales Divisions,female,18-19,18,19,"1,144","1,019"
North Sydney,New South Wales Divisions,female,20-24,20,24,"3,477","2,973"
North Sydney,New South Wales Divisions,female,25-29,25,29,"4,589","3,817"
North Sydney,New South Wales Divisions,female,30-34,30,34,"5,412","4,394"
North Sydney,New South Wales Divisions,female,35-39,35,39,"5,663","4,607"
North Sydney,New South Wales Divisions,female,40-44,40,44,"5,335","4,396"
North Sydney,New South Wales Divisions,female,45-49,45,49,"5,143","4,389"
North Sydney,New South Wales Divisions,female,50-54,50,54,"4,549","3,919"
North Sydney,New South Wales Divisions,female,55-59,55,59,"4,300","3,790"
North Sydney,New South Wales Divisions,female,60-64,60,64,"3,973","3,555"
North Sydney,New South Wales Divisions,female,65-69,65,69,"3,690","3,335"
North Sydney,New South Wales Divisions,female,70-74,70,74,"3,030","2,747"
North Sydney,New South Wales Divisions,female,75-79,75,79,"2,088","1,895"
North Sydney,New South Wales Divisions,female,80-84,80,84,"1,488","1,296"
North Sydney,New South Wales Divisions,female,85+,85,125,"2,102","1,710"
North Sydney,New South Wales Divisions,male,18-19,18,19,"1,175",940
North Sydney,New South Wales Divisions,male,20-24,20,24,"3,473","2,729"
North Sydney,New South Wales Divisions,male,25-29,25,29,"4,389","3,373"
North Sydney,New South Wales Divisions,male,30-34,30,34,"5,184","3,955"
North Sydney,New South Wales Divisions,male,35-39,35,39,"5,492","4,159"
North Sydney,New South Wales Divisions,male,40-44,40,44,"5,087","4,008"
North Sydney,New South Wales Divisions,male,45-49,45,49,"4,682","3,829"
North Sydney,New South Wales Divisions,male,50-54,50,54,"4,253","3,536"
North Sydney,New South Wales Divisions,male,55-59,55,59,"3,906","3,329"
North Sydney,New South Wales Divisions,male,60-64,60,64,"3,468","3,041"
North Sydney,New South Wales Divisions,male,65-69,65,69,"3,230","2,872"
North Sydney,New South Wales Divisions,male,70-74,70,74,"2,712","2,472"
North Sydney,New South Wales Divisions,male,75-79,75,79,"1,795","1,635"
North Sydney,New South Wales Divisions,male,80-84,80,84,"1,125","1,007"
North Sydney,New South Wales Divisions,male,85+,85,125,"1,174",989
Page,New South Wales Divisions,female,18-19,18,19,"1,600","1,183"
Page,New South Wales Divisions,female,20-24,20,24,"3,643","2,456"
Page,New South Wales Divisions,female,25-29,25,29,"3,522","2,408"
Page,New South Wales Divisions,female,30-34,30,34,"3,610","2,549"
Page,New South Wales Divisions,female,35-39,35,39,"3,985","2,877"
Page,New South Wales Divisions,female,40-44,40,44,"4,476","3,325"
Page,New South Wales Divisions,female,45-49,45,49,"5,051","3,978"
Page,New South Wales Divisions,female,50-54,50,54,"5,321","4,325"
Page,New South Wales Divisions,female,55-59,55,59,"6,155","5,262"
Page,New South Wales Divisions,female,60-64,60,64,"6,102","5,335"
Page,New South Wales Divisions,female,65-69,65,69,"5,380","4,862"
Page,New South Wales Divisions,female,70-74,70,74,"4,238","3,846"
Page,New South Wales Divisions,female,75-79,75,79,"3,116","2,815"
Page,New South Wales Divisions,female,80-84,80,84,"2,263","1,953"
Page,New South Wales Divisions,female,85+,85,125,"2,493","2,054"
Page,New South Wales Divisions,male,18-19,18,19,"1,555","1,065"
Page,New South Wales Divisions,male,20-24,20,24,"3,872","2,357"
Page,New South Wales Divisions,male,25-29,25,29,"3,418","2,108"
Page,New South Wales Divisions,male,30-34,30,34,"3,496","2,216"
Page,New South Wales Divisions,male,35-39,35,39,"3,695","2,410"
Page,New South Wales Divisions,male,40-44,40,44,"4,179","2,869"
Page,New South Wales Divisions,male,45-49,45,49,"4,730","3,380"
Page,New South Wales Divisions,male,50-54,50,54,"5,048","3,804"
Page,New South Wales Divisions,male,55-59,55,59,"5,874","4,707"
Page,New South Wales Divisions,male,60-64,60,64,"5,985","5,021"
Page,New South Wales Divisions,male,65-69,65,69,"5,605","4,888"
Page,New South Wales Divisions,male,70-74,70,74,"4,273","3,819"
Page,New South Wales Divisions,male,75-79,75,79,"2,906","2,615"
Page,New South Wales Divisions,male,80-84,80,84,"1,908","1,704"
Page,New South Wales Divisions,male,85+,85,125,"1,557","1,309"
Parkes,New South Wales Divisions,female,18-19,18,19,"1,355",944
Parkes,New South Wales Divisions,female,20-24,20,24,"4,299","2,618"
Parkes,New South Wales Divisions,female,25-29,25,29,"4,621","2,906"
Parkes,New South Wales Divisions,female,30-34,30,34,"4,353","2,884"
Parkes,New South Wales Divisions,female,35-39,35,39,"3,945","2,586"
Parkes,New South Wales Divisions,female,40-44,40,44,"3,988","2,770"
Parkes,New South Wales Divisions,female,45-49,45,49,"4,481","3,173"
Parkes,New South Wales Divisions,female,50-54,50,54,"4,600","3,500"
Parkes,New South Wales Divisions,female,55-59,55,59,"4,974","3,972"
Parkes,New South Wales Divisions,female,60-64,60,64,"4,352","3,618"
Parkes,New South Wales Divisions,female,65-69,65,69,"3,853","3,299"
Parkes,New South Wales Divisions,female,70-74,70,74,"3,338","2,951"
Parkes,New South Wales Divisions,female,75-79,75,79,"2,674","2,357"
Parkes,New South Wales Divisions,female,80-84,80,84,"1,889","1,602"
Parkes,New South Wales Divisions,female,85+,85,125,"1,958","1,530"
Parkes,New South Wales Divisions,male,18-19,18,19,"1,387",877
Parkes,New South Wales Divisions,male,20-24,20,24,"4,298","2,385"
Parkes,New South Wales Divisions,male,25-29,25,29,"4,470","2,529"
Parkes,New South Wales Divisions,male,30-34,30,34,"4,049","2,426"
Parkes,New South Wales Divisions,male,35-39,35,39,"3,727","2,256"
Parkes,New South Wales Divisions,male,40-44,40,44,"3,886","2,423"
Parkes,New South Wales Divisions,male,45-49,45,49,"4,510","2,997"
Parkes,New South Wales Divisions,male,50-54,50,54,"4,562","3,274"
Parkes,New South Wales Divisions,male,55-59,55,59,"5,187","3,914"
Parkes,New South Wales Divisions,male,60-64,60,64,"4,649","3,774"
Parkes,New South Wales Divisions,male,65-69,65,69,"4,123","3,493"
Parkes,New South Wales Divisions,male,70-74,70,74,"3,387","2,922"
Parkes,New South Wales Divisions,male,75-79,75,79,"2,457","2,126"
Parkes,New South Wales Divisions,male,80-84,80,84,"1,592","1,366"
Parkes,New South Wales Divisions,male,85+,85,125,"1,236","1,016"
Parramatta,New South Wales Divisions,female,18-19,18,19,"1,351","1,095"
Parramatta,New South Wales Divisions,female,20-24,20,24,"4,002","2,999"
Parramatta,New South Wales Divisions,female,25-29,25,29,"4,384","3,149"
Parramatta,New South Wales Divisions,female,30-34,30,34,"5,488","3,749"
Parramatta,New South Wales Divisions,female,35-39,35,39,"5,225","3,589"
Parramatta,New South Wales Divisions,female,40-44,40,44,"4,654","3,426"
Parramatta,New South Wales Divisions,female,45-49,45,49,"4,446","3,437"
Parramatta,New South Wales Divisions,female,50-54,50,54,"4,159","3,308"
Parramatta,New South Wales Divisions,female,55-59,55,59,"4,004","3,269"
Parramatta,New South Wales Divisions,female,60-64,60,64,"3,502","2,878"
Parramatta,New South Wales Divisions,female,65-69,65,69,"2,763","2,354"
Parramatta,New South Wales Divisions,female,70-74,70,74,"2,225","1,930"
Parramatta,New South Wales Divisions,female,75-79,75,79,"1,729","1,501"
Parramatta,New South Wales Divisions,female,80-84,80,84,"1,286","1,059"
Parramatta,New South Wales Divisions,female,85+,85,125,"1,441","1,105"
Parramatta,New South Wales Divisions,male,18-19,18,19,"1,304",998
Parramatta,New South Wales Divisions,male,20-24,20,24,"4,101","2,912"
Parramatta,New South Wales Divisions,male,25-29,25,29,"4,440","2,990"
Parramatta,New South Wales Divisions,male,30-34,30,34,"5,893","3,752"
Parramatta,New South Wales Divisions,male,35-39,35,39,"5,912","3,725"
Parramatta,New South Wales Divisions,male,40-44,40,44,"5,003","3,417"
Parramatta,New South Wales Divisions,male,45-49,45,49,"4,430","3,196"
Parramatta,New South Wales Divisions,male,50-54,50,54,"4,177","3,140"
Parramatta,New South Wales Divisions,male,55-59,55,59,"4,065","3,176"
Parramatta,New South Wales Divisions,male,60-64,60,64,"3,411","2,790"
Parramatta,New South Wales Divisions,male,65-69,65,69,"2,747","2,295"
Parramatta,New South Wales Divisions,male,70-74,70,74,"2,128","1,860"
Parramatta,New South Wales Divisions,male,75-79,75,79,"1,521","1,343"
Parramatta,New South Wales Divisions,male,80-84,80,84,"1,082",932
Parramatta,New South Wales Divisions,male,85+,85,125,924,743
Paterson,New South Wales Divisions,female,18-19,18,19,"1,696","1,352"
Paterson,New South Wales Divisions,female,20-24,20,24,"4,613","3,371"
Paterson,New South Wales Divisions,female,25-29,25,29,"4,833","3,475"
Paterson,New South Wales Divisions,female,30-34,30,34,"4,707","3,449"
Paterson,New South Wales Divisions,female,35-39,35,39,"4,495","3,314"
Paterson,New South Wales Divisions,female,40-44,40,44,"4,652","3,568"
Paterson,New South Wales Divisions,female,45-49,45,49,"4,912","3,953"
Paterson,New South Wales Divisions,female,50-54,50,54,"4,694","3,894"
Paterson,New South Wales Divisions,female,55-59,55,59,"5,092","4,398"
Paterson,New South Wales Divisions,female,60-64,60,64,"4,892","4,333"
Paterson,New South Wales Divisions,female,65-69,65,69,"4,808","4,398"
Paterson,New South Wales Divisions,female,70-74,70,74,"4,035","3,719"
Paterson,New South Wales Divisions,female,75-79,75,79,"2,667","2,404"
Paterson,New South Wales Divisions,female,80-84,80,84,"1,896","1,682"
Paterson,New South Wales Divisions,female,85+,85,125,"1,887","1,537"
Paterson,New South Wales Divisions,male,18-19,18,19,"1,628","1,166"
Paterson,New South Wales Divisions,male,20-24,20,24,"4,568","3,026"
Paterson,New South Wales Divisions,male,25-29,25,29,"4,748","3,141"
Paterson,New South Wales Divisions,male,30-34,30,34,"4,694","3,200"
Paterson,New South Wales Divisions,male,35-39,35,39,"4,547","3,100"
Paterson,New South Wales Divisions,male,40-44,40,44,"4,692","3,285"
Paterson,New South Wales Divisions,male,45-49,45,49,"4,808","3,566"
Paterson,New South Wales Divisions,male,50-54,50,54,"4,593","3,579"
Paterson,New South Wales Divisions,male,55-59,55,59,"4,748","3,864"
Paterson,New South Wales Divisions,male,60-64,60,64,"4,517","3,894"
Paterson,New South Wales Divisions,male,65-69,65,69,"4,387","3,908"
Paterson,New South Wales Divisions,male,70-74,70,74,"3,910","3,568"
Paterson,New South Wales Divisions,male,75-79,75,79,"2,523","2,308"
Paterson,New South Wales Divisions,male,80-84,80,84,"1,502","1,349"
Paterson,New South Wales Divisions,male,85+,85,125,"1,105",925
Reid,New South Wales Divisions,female,18-19,18,19,"1,289","1,059"
Reid,New South Wales Divisions,female,20-24,20,24,"4,039","3,183"
Reid,New South Wales Divisions,female,25-29,25,29,"4,461","3,347"
Reid,New South Wales Divisions,female,30-34,30,34,"5,337","3,830"
Reid,New South Wales Divisions,female,35-39,35,39,"5,069","3,759"
Reid,New South Wales Divisions,female,40-44,40,44,"4,857","3,757"
Reid,New South Wales Divisions,female,45-49,45,49,"4,947","3,920"
Reid,New South Wales Divisions,female,50-54,50,54,"4,683","3,745"
Reid,New South Wales Divisions,female,55-59,55,59,"4,512","3,696"
Reid,New South Wales Divisions,female,60-64,60,64,"3,916","3,325"
Reid,New South Wales Divisions,female,65-69,65,69,"3,352","2,920"
Reid,New South Wales Divisions,female,70-74,70,74,"2,637","2,344"
Reid,New South Wales Divisions,female,75-79,75,79,"1,976","1,703"
Reid,New South Wales Divisions,female,80-84,80,84,"1,566","1,317"
Reid,New South Wales Divisions,female,85+,85,125,"1,928","1,525"
Reid,New South Wales Divisions,male,18-19,18,19,"1,216",950
Reid,New South Wales Divisions,male,20-24,20,24,"3,972","2,782"
Reid,New South Wales Divisions,male,25-29,25,29,"4,788","3,256"
Reid,New South Wales Divisions,male,30-34,30,34,"5,546","3,685"
Reid,New South Wales Divisions,male,35-39,35,39,"5,133","3,497"
Reid,New South Wales Divisions,male,40-44,40,44,"4,629","3,348"
Reid,New South Wales Divisions,male,45-49,45,49,"4,467","3,382"
Reid,New South Wales Divisions,male,50-54,50,54,"4,257","3,324"
Reid,New South Wales Divisions,male,55-59,55,59,"4,208","3,394"
Reid,New South Wales Divisions,male,60-64,60,64,"3,551","2,904"
Reid,New South Wales Divisions,male,65-69,65,69,"3,045","2,631"
Reid,New South Wales Divisions,male,70-74,70,74,"2,377","2,097"
Reid,New South Wales Divisions,male,75-79,75,79,"1,741","1,528"
Reid,New South Wales Divisions,male,80-84,80,84,"1,261","1,077"
Reid,New South Wales Divisions,male,85+,85,125,"1,205",990
Richmond,New South Wales Divisions,female,18-19,18,19,"1,319","1,065"
Richmond,New South Wales Divisions,female,20-24,20,24,"3,118","2,354"
Richmond,New South Wales Divisions,female,25-29,25,29,"3,157","2,341"
Richmond,New South Wales Divisions,female,30-34,30,34,"3,641","2,733"
Richmond,New South Wales Divisions,female,35-39,35,39,"4,015","3,083"
Richmond,New South Wales Divisions,female,40-44,40,44,"4,613","3,551"
Richmond,New South Wales Divisions,female,45-49,45,49,"5,200","4,204"
Richmond,New South Wales Divisions,female,50-54,50,54,"5,067","4,163"
Richmond,New South Wales Divisions,female,55-59,55,59,"5,928","5,036"
Richmond,New South Wales Divisions,female,60-64,60,64,"5,848","5,155"
Richmond,New South Wales Divisions,female,65-69,65,69,"5,301","4,750"
Richmond,New South Wales Divisions,female,70-74,70,74,"4,357","3,938"
Richmond,New South Wales Divisions,female,75-79,75,79,"3,189","2,868"
Richmond,New South Wales Divisions,female,80-84,80,84,"2,565","2,219"
Richmond,New South Wales Divisions,female,85+,85,125,"2,915","2,293"
Richmond,New South Wales Divisions,male,18-19,18,19,"1,303",919
Richmond,New South Wales Divisions,male,20-24,20,24,"3,184","2,125"
Richmond,New South Wales Divisions,male,25-29,25,29,"3,019","2,034"
Richmond,New South Wales Divisions,male,30-34,30,34,"3,334","2,263"
Richmond,New South Wales Divisions,male,35-39,35,39,"3,627","2,466"
Richmond,New South Wales Divisions,male,40-44,40,44,"4,090","2,847"
Richmond,New South Wales Divisions,male,45-49,45,49,"4,520","3,315"
Richmond,New South Wales Divisions,male,50-54,50,54,"4,560","3,468"
Richmond,New South Wales Divisions,male,55-59,55,59,"5,278","4,188"
Richmond,New South Wales Divisions,male,60-64,60,64,"5,269","4,385"
Richmond,New South Wales Divisions,male,65-69,65,69,"5,232","4,558"
Richmond,New South Wales Divisions,male,70-74,70,74,"4,114","3,684"
Richmond,New South Wales Divisions,male,75-79,75,79,"2,837","2,540"
Richmond,New South Wales Divisions,male,80-84,80,84,"1,989","1,752"
Richmond,New South Wales Divisions,male,85+,85,125,"1,935","1,631"
Riverina,New South Wales Divisions,female,18-19,18,19,"1,620","1,184"
Riverina,New South Wales Divisions,female,20-24,20,24,"4,564","3,009"
Riverina,New South Wales Divisions,female,25-29,25,29,"4,330","2,965"
Riverina,New South Wales Divisions,female,30-34,30,34,"4,086","2,919"
Riverina,New South Wales Divisions,female,35-39,35,39,"4,013","2,827"
Riverina,New South Wales Divisions,female,40-44,40,44,"4,205","3,164"
Riverina,New South Wales Divisions,female,45-49,45,49,"4,596","3,617"
Riverina,New South Wales Divisions,female,50-54,50,54,"4,559","3,691"
Riverina,New South Wales Divisions,female,55-59,55,59,"5,074","4,289"
Riverina,New South Wales Divisions,female,60-64,60,64,"4,598","4,027"
Riverina,New South Wales Divisions,female,65-69,65,69,"4,443","3,963"
Riverina,New South Wales Divisions,female,70-74,70,74,"3,648","3,299"
Riverina,New South Wales Divisions,female,75-79,75,79,"2,961","2,666"
Riverina,New South Wales Divisions,female,80-84,80,84,"2,177","1,907"
Riverina,New South Wales Divisions,female,85+,85,125,"2,491","1,948"
Riverina,New South Wales Divisions,male,18-19,18,19,"1,524","1,009"
Riverina,New South Wales Divisions,male,20-24,20,24,"4,569","2,764"
Riverina,New South Wales Divisions,male,25-29,25,29,"4,241","2,602"
Riverina,New South Wales Divisions,male,30-34,30,34,"3,936","2,508"
Riverina,New South Wales Divisions,male,35-39,35,39,"3,906","2,502"
Riverina,New South Wales Divisions,male,40-44,40,44,"4,026","2,789"
Riverina,New South Wales Divisions,male,45-49,45,49,"4,407","3,128"
Riverina,New South Wales Divisions,male,50-54,50,54,"4,561","3,463"
Riverina,New South Wales Divisions,male,55-59,55,59,"4,989","4,058"
Riverina,New South Wales Divisions,male,60-64,60,64,"4,677","3,974"
Riverina,New South Wales Divisions,male,65-69,65,69,"4,484","3,895"
Riverina,New South Wales Divisions,male,70-74,70,74,"3,653","3,299"
Riverina,New South Wales Divisions,male,75-79,75,79,"2,592","2,355"
Riverina,New South Wales Divisions,male,80-84,80,84,"1,714","1,507"
Riverina,New South Wales Divisions,male,85+,85,125,"1,488","1,242"
Robertson,New South Wales Divisions,female,18-19,18,19,"1,534","1,270"
Robertson,New South Wales Divisions,female,20-24,20,24,"3,928","3,039"
Robertson,New South Wales Divisions,female,25-29,25,29,"3,653","2,813"
Robertson,New South Wales Divisions,female,30-34,30,34,"3,672","2,878"
Robertson,New South Wales Divisions,female,35-39,35,39,"3,909","3,064"
Robertson,New South Wales Divisions,female,40-44,40,44,"4,199","3,275"
Robertson,New South Wales Divisions,female,45-49,45,49,"4,713","3,807"
Robertson,New South Wales Divisions,female,50-54,50,54,"4,700","3,977"
Robertson,New South Wales Divisions,female,55-59,55,59,"5,070","4,365"
Robertson,New South Wales Divisions,female,60-64,60,64,"4,777","4,253"
Robertson,New South Wales Divisions,female,65-69,65,69,"4,567","4,122"
Robertson,New South Wales Divisions,female,70-74,70,74,"4,071","3,730"
Robertson,New South Wales Divisions,female,75-79,75,79,"3,007","2,723"
Robertson,New South Wales Divisions,female,80-84,80,84,"2,342","2,048"
Robertson,New South Wales Divisions,female,85+,85,125,"2,801","2,268"
